title_eng,title_eng_dub,title_jap,poster_link,no_episodes,status,aired_start,aired_end,studio,duration,tags,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuttsukiboshi , ,くっつきぼし ,https://i.animepahe.com/posters/4b9b790c03d98a99290a8239089a2e26.jpg ,2,Finished Airing ,Aug 16 2010 ,Aug 16 2010 ,Primastea ,22 minutes ,Romance;Supernatural;Drama;Shoujo Ai ,To Kiiko Kawakami;; there was nothing in the world as important to her as Aaya Saitou. Something about her allured Kiiko to the extent that there was no sound sweeter to her ears than Aaya's voice and no sight more beautiful than her hair softly billowing in the wind. It was for that reason she let Aaya in on her secret: last year;; she had gained psychic powers from an accident that changed her life.Kuttsukiboshi is a story of infatuation and romance between two girls as their feelings for one another reach the tipping point. Unable to deny their heartfelt desires;; the two give into them and make many sweet memories together around the school—testing the bounds of Kiiko's powers and how far they can go without being caught in the midst of their trysts. However;; will things remain as they are when Kiiko discovers the love of her life has a dark secret of her own?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuuchuu Buranko ,Welcome to Irabu's Office ,空中ブランコ ,https://i.animepahe.com/posters/88c3abda402799b51e0a025a04e05934.jpg ,11,Finished Airing ,Oct 15 2009 ,Oct 15 2009 ,Toei Animation ,23 minutes ,Comedy;Psychological;Drama;Seinen ,Many patients with different problems visit the psychiatric ward of Irabu General Hospital; a trapeze artist suffering from insomnia after suddenly failing his jumps;; a gangster afraid of knives and sharp objects and a business man who has an erection 24 hours a day. They undergo counseling by Dr. Ichiro Irabu;; who is the child-like son of the hospital director. His assistant is the sullen faced sexy nurse Mayumi. With his mysterious injections;; and advice that does not make sense;; Dr. Irabu confuses his patients. But at the end of his unique treatments;; the patients are led to digging further into their souls to find peace of mind.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuusen Madoushi Kouhosei no Kyoukan ,Sky Wizards Academy ,空戦魔導士候補生の教官 ,https://i.animepahe.com/posters/73b17a447ba6f93234dba717e68eb7fa.jpg ,12,Finished Airing ,Jul 09 2015 ,Jul 09 2015 ,Diomedea ,23 minutes ,Action;Drama;Fantasy;Magic;School ,"Years ago;; humanity almost got wiped out by huge magical armored insects that had become too strong and aggressive to handle. Because of these giant bugs;; humans do not live on the earth anymore;; but in floating cities instead. However;; this does not mean that everything is lost;; because the wizards from prestigious floating wizard academies are fighting these monsters.Kanata Age is a young man now labelled as a traitor even though he was once praised as the ""Black Master Swordsman."" He gets a chance to repair his reputation by instructing the team E601;; which seems to be facing some difficulties. It consists of three girls;; Misora Whitale;; Lecty Eisenach;; and Rico Flamel;; each with problems of their own. It appears that Kanata will get in deep waters more than once because of them...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuusen Madoushi Kouhosei no Kyoukan: Lecty no;; Ikimonogatari , ,空戦魔導士候補生の教官 レクティの;; いきものがたり ,https://i.animepahe.com/posters/3cf65af7e3d26dffdba3ae611d2c63ad.jpg ,1,Finished Airing ,Mar 09 2016 ,Mar 09 2016 ,Diomedea ,23 minutes ,Action;Drama;Magic;Fantasy;School ,Unaired episode bundled with the ninth light novel volume of Kuusen Madoushi Kouhosei no Kyoukan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuutei Dragons ,Drifting Dragons ,空挺ドラゴンズ ,https://i.animepahe.com/posters/f64c460a34f68a5d14e767041d4d2a351864016effbdb77db83dbc7ff37d8b8d.jpg ,12,Finished Airing ,Jan 09 2020 ,Jan 09 2020 ,Polygon Pictures ,23 minutes ,Adventure;Fantasy;Seinen ,Dragons;; the rulers of the sky. To many people on the surface;; they are a dire threat;; but at the same time;; a valuable source of medicine;; oil;; and food. There are those who hunt the dragons. They travel the skies in dragon-hunting airships. This is the story of one of those ships;; the “Quin Zaza;;” and its crew.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuzu no Honkai ,Scum's Wish ,クズの本懐 ,https://i.animepahe.com/posters/3911c4c932b6e2238d49bc5668b9f7dc.jpg ,12,Finished Airing ,Jan 13 2017 ,Jan 13 2017 ,Lerche ,22 minutes ,Drama;Romance;School;Seinen ,To the outside world;; Hanabi Yasuraoka and Mugi Awaya are the perfect couple. But in reality;; they just share the same secret pain: they are both in love with other people they cannot be with. Hanabi has loved her childhood friend and neighbor Narumi Kanai for as long as she can remember;; so she is elated to discover that he is her new homeroom teacher. However;; Narumi is soon noticed by the music teacher;; Akane Minagawa;; and a relationship begins to blossom between them;; much to Hanabi's dismay. Mugi was tutored by Akane in middle school;; and has been in love with her since then. Through a chance meeting in the hallway;; he encounters Hanabi. As these two lonely souls spend more time together;; they decide to use each other as a substitute for the one they truly love;; sharing physical intimacy with one another in order to stave off their loneliness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyochuu Rettou ,The Island of Giant Insects ,巨蟲列島 ,https://i.animepahe.com/posters/e3622259ea3a578e3939b566e949f339da905f76b32ab440e70c4bb7a84edc8e.jpg ,1,Finished Airing ,Jun 20 2019 ,Jun 20 2019 ,Passione ,22 minutes ,Horror ,After an airplane crash during a school trip;; Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors;; and used her wilderness knowledge to help them. She expects that they will be rescued in about three days;; which doesn't seem so long to endure. However;; she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies;; wasps;; and more may be the only thing that will help any of her classmates survive to be rescued!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyochuu Rettou Movie ,The Island of Giant Insects Movie ,劇場版 巨蟲列島 ,https://i.animepahe.com/posters/e92f1df157842e845d729a8ff8c22531aa788439b93e1a61efbad56d6ae7e59e.jpg ,1,Finished Airing ,Jan 10 2020 ,Jan 10 2020 , ,76 minutes ,Horror ,After an airplane crash during a school trip;; Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors;; and used her wilderness knowledge to help them. She expects that they will be rescued in about three days;; which doesn't seem so long to endure. However;; she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies;; wasps;; and more may be the only thing that will help any of her classmates survive to be rescued!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyojinzoku no Hanayome ,Kyojinzoku no Hanayome ,巨人族の花嫁 ,https://i.animepahe.com/posters/dc2a07f996ea5211947dc303b4e66db97f6299b91310b2705a37556d6bb8ce0f.jpg ,Unknown ,Currently Airing ,Jul 06 2020 ,Jul 06 2020 ,Studio Hokiboshi ,6 minutes ,Fantasy;Shounen Ai ,"""If you're a giant and a dwarf;; you might be pregnant with men?""One day;; Kouichi;; a boy's school student;; is summoned to another world while masturbating. It's a giant's country where a much larger race lives. The first prince of the country;; Kaius;; who appears in front of him;; enthusiastically stared at Kouichi and proposed;; ""I want you to be my bride and give birth to my baby"" ...!?The complete edition with explicit scenes was distributed online via Comic Festa Anime Zone. The censored version was broadcast on Tokyo MX.This database entry reflects censored TV version of the anime.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyokou Suiri ,In/Spectre ,虚構推理 ,https://i.animepahe.com/posters/2f534a58d994ac126b07fbcbadf343e4f4c6602bf60e474db42cd44f88d356f3.jpg ,12,Finished Airing ,Jan 12 2020 ,Jan 12 2020 ,Brain's Base ,24 minutes ,Mystery;Comedy;Demons;Supernatural;Romance;Shounen ,"Hidden in plain sight;; spirits known as youkai inhabit the world. While most are benign;; a certain subset threatens the tenuous peace between youkai and humanity. Ever since she agreed to become their ""God of Wisdom;;"" Kotoko Iwanaga has served as a mediator between the two realms;; resolving any supernatural problems that come her way.At a local hospital;; Kotoko approaches Kurou Sakuragawa;; a university student whose long-term relationship ended with an unfortunate breakup. Kotoko harbors feelings for him and suspects that something supernatural lurks within his harmless appearance;; so she asks Kurou for his assistance in helping out youkai.Two years later;; news of an idol who was accidentally crushed to death by steel beams flooded the press. However;; months later;; sightings begin to tell of a faceless woman who wields a steel beam. As is the case for any supernatural problem;; Kotoko and her partner set out to stop this spirit from wreaking havoc—but this case may prove to be far more sinister and personal than they could have ever thought.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto Teramachi Sanjou no Holmes ,Holmes of Kyoto ,京都寺町三条のホームズ ,https://i.animepahe.com/posters/47f724b682f3aec14391fbbba8c21a76.jpg ,12,Finished Airing ,Jul 10 2018 ,Jul 10 2018 ,Seven ,23 minutes ,Drama;Mystery;Romance;Slice of Life ,"Based on mystery novels written by Mochizuki Mai.There is an antique shop in Kyoto's Teramachi Sanjou shopping district. High school girl Mashiro Aoi unexpectedly runs into Yagashira Kiyotaka;; the son of the shop's owner;; and ends up working part-time at the shop. Kiyotaka is called the ""Holmes at Teramachi Sanjou;;"" and he and Aoi solve odd cases brought to them by various clients.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyou kara Maou! ,King From Now On! ,今日からマ王！ ,https://i.animepahe.com/posters/52d1a3abe41776a4043b3d4c11f3368f.jpg ,78,Finished Airing ,Apr 03 2004 ,Apr 03 2004 ,Studio Deen ,25 minutes ,Adventure;Comedy;Demons;Fantasy;Shoujo ,Kyou kara Maou! revolves around Yuri Shibuya;; your average Japanese teenager. One day;; Yuri sees a classmate being harassed by bullies. Thanks to this intervention;; his friend is able to escape;; but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water;; the toilet contains a swirling portal that sucks him into another world;; largely resembling medieval Europe. There;; he is told that he will become the next Demon King due to his black hair and black eyes;; traits only possessed by the demon's royal lineage.Yuri's arrival is met with some skepticism by some of the demons;; who view him as unworthy to be their king. However;; after Yuri wins a duel by utilizing his magical powers;; the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King;; as he tries to keep the peace between demons and humans in this strange new realm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyou kara Maou! 3rd Series , ,今日からマ王！第3シリーズ ,https://i.animepahe.com/posters/10d4c909438bdf1e0cb174597d454548f4a1a0d28746ab348a2d857d73abed65.jpg ,39,Finished Airing ,Apr 03 2008 ,Apr 03 2008 ,Studio Deen ,24 minutes ,Adventure;Comedy;Demons;Fantasy;Shoujo ,At the end of season 2. Yuuri defeats Shinou;; but since Shinou had been defeated;; Yuuri and Murata could no longer go to the Shin Makoku. However;; because Yuuri had fought and defeated him;; his powers had surpassed that of Shinou's;; resulting in him being able to rely on his own power to return to Shin Makoku.After the ceremony at the age of 16;; Yuuri slowly begins to discover that much has happened while he was away. The ten officials of the noble family have decided to make Wolfram the next Maou;; but now that Yuuri has returned and taken back his role as Maou;; complications arise when one noble disagrees with Yuuri returning to the throne.In addition;; an ancient secret society that threatens the peace of both humans and Mazoku has risen;; and a fight for the throne that now leaves the nobles wondering who is the legitimate Maou.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyou kara Maou! R , ,今日からマ王！R ,https://i.animepahe.com/posters/89d96705dacf17df39a2745ed93b3bd698d1395d27fbb2b1699f05e85c84d33d.jpg ,5,Finished Airing ,Oct 26 2007 ,Oct 26 2007 ,Studio Deen ,25 minutes ,Adventure;Comedy;Demons;Fantasy;Shoujo ,"Life has returned to some form of normalcy after the end of the series;; and so His Majesty Yuuri Shibuya travels to oversee how things are going. While doing so;; he runs into the king of Small Shimeron--Sararegi. But it seems there may be something more to him than the friendly king he presents himself as. Yuuri go back to Shimaron to relax and meet some friends;; when the ""king"" of Little Shimaron suddenly joins the group and wants the Maou to come to his country. The Original king sends a message to Yuuri's brother and his friend that Yuuri is in trouble.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoukai no Kanata ,Beyond the Boundary ,境界の彼方 ,https://i.animepahe.com/posters/0b11de2682c78ae14f01e49a81d84d72.jpg ,12,Finished Airing ,Oct 03 2013 ,Oct 03 2013 ,Kyoto Animation ,24 minutes ,Slice of Life;Supernatural;Fantasy ,"Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such;; Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day;; while deep in thought on the school roof;; Mirai comes across Akihito Kanbara;; a rare half-breed of youmu in human form. In a panicked state;; she plunges her blood saber into him only to realize that he's an immortal being. From then on;; the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito;; in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually;; Akihito also manages to convince her to join the Literary Club;; which houses two other powerful Spirit World warriors;; Hiroomi and Mitsuki Nase.As the group's bond strengthens;; however;; so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu;; Beyond the Boundary;; approaches.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen ,Beyond the Boundary: I'll Be Here - Past ,劇場版 境界の彼方 I'LL BE HERE 過去篇 ,https://i.animepahe.com/posters/2ba407c5f5d33f7d49a79d345b51dbac.jpg ,1,Finished Airing ,Mar 14 2015 ,Mar 14 2015 ,Kyoto Animation ,82 minutes ,Action;Supernatural;Fantasy ,"The first part of a two-part movie. The story is a recap of the TV series.Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such;; Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day;; while deep in thought on the school roof;; Mirai comes across Akihito Kanbara;; a rare half-breed of youmu in human form. In a panicked state;; she plunges her blood saber into him only to realize that he's an immortal being. From then on;; the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito;; in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually;; Akihito also manages to convince her to join the Literary Club;; which houses two other powerful Spirit World warriors;; Hiroomi and Mitsuki Nase.As the group's bond strengthens;; however;; so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu;; Beyond the Boundary;; approaches.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
